text,label,language
ਕੀ ਅੱਜ ਚੇਨਈ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
ਕੀ ਕੱਲ੍ਹ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
मुंबई और पुणे के मौसम की तुलना करो।,weather_comparison,hi
उद्या बेंगळुरू मध्ये हवामान कसे असेल?,weather_forecast,mr
इस सप्ताह के अंत में हैदराबाद में मौसम कैसा रहेगा?,weather_forecast,hi
Are there any weather alerts for Mumbai?,weather_alert,en
ଏହି ସପ୍ତାହ ଶେଷରେ ଚେନ୍ନାଇର ପାଗ କେମିତି ରହିବ?,weather_forecast,or
চেন্নাই এ কতটা আর্দ্র?,humidity,bn
पुणे मध्ये किती उष्णता आहे?,temperature,mr
ਬੈਂਗਲੁਰੂ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,weather_forecast,pa
ଆଜି ମୁମ୍ବାଇର ପାଗ କେମିତି?,weather_current,or
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਮੀਂਹ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,rain,pa
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ಚೆನ್ನೈನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
What is the air quality in Pune?,air_quality,en
ଆସନ୍ତାକାଲି ଚେନ୍ନାଇର ତାପମାତ୍ରା କେତେ ରହିବ?,temperature,or
ଭୁବନେଶ୍ୱରର ପାଗ ବିଷୟରେ କୁହନ୍ତୁ।,weather_current,or
"Which city is colder, Kolkata or Delhi?",weather_comparison,en
इस सप्ताह के अंत में बेंगलुरु में मौसम कैसा रहेगा?,weather_forecast,hi
ਅੱਜ ਭੁਵਨੇਸ਼ਵਰ ਦਾ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
कल हैदराबाद में मौसम कैसा रहेगा?,weather_forecast,hi
আগামীকাল কি ভুবনেশ্বর এ বৃষ্টি হবে?,rain,bn
कल हैदराबाद में तापमान कितना रहेगा?,temperature,hi
भुवनेश्वर का AQI कितना है?,air_quality,hi
कोलकाता चे हवामान अंदाज सांगा.,weather_forecast,mr
पुणे मध्ये वारा किती जोरात आहे?,wind,mr
চেন্নাই এর জন্য কোনো আবহাওয়া সতর্কতা আছে?,weather_alert,bn
আগামীকাল দিল্লি এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
आज चेन्नई में नमी कितनी रहेगी?,humidity,hi
ಇಂದು ಭುವನೇಶ್ವರನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು ಇರುತ್ತದೆ?,humidity,kn
মুম্বাই এবং বেঙ্গালুরু এর আবহাওয়ার তুলনা করুন।,weather_comparison,bn
भुवनेश्वर चा AQI किती आहे?,air_quality,mr
ଭୁବନେଶ୍ୱରରେ ତାପମାତ୍ରା କେତେ?,temperature,or
"Which is hotter, Kolkata or Pune?",weather_comparison,en
बेंगलुरु में कितनी गर्मी है?,temperature,hi
పుణెలో ఉష్ణోగ్రత ఎంత?,temperature,te
Will it rain tomorrow in Kolkata?,rain,en
हैदराबाद मध्ये वारा किती जोरात आहे?,wind,mr
ಮುಂಬೈನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
चेन्नई मध्ये पावसाची शक्यता आहे का?,rain,mr
How is the weather today in Delhi?,weather_current,en
আজ মুম্বাই এর আবহাওয়া কেমন?,weather_current,bn
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
"ದೆಹಲಿ ಅಥವಾ ಬೆಂಗಳೂರು, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
ਕੋਲਕਾਤਾ ਅਤੇ ਬੈਂਗਲੁਰੂ ਵਿੱਚੋਂ ਕਿਹੜਾ ਠੰਡਾ ਹੈ?,weather_comparison,pa
What is the wind speed in Bengaluru?,wind,en
Is rain expected in Chennai?,rain,en
उद्या पुणे मध्ये तापमान किती असेल?,temperature,mr
এই সপ্তাহান্তে হায়দ্রাবাদ এর আবহাওয়া কেমন হবে?,weather_forecast,bn
పుణెలో ప్రస్తుత వాతావరణం ఎలా ఉంది?,weather_current,te
ମୁମ୍ବାଇର ବର୍ତ୍ତମାନ ପାଗ କେମିତି?,weather_current,or
ਕੱਲ੍ਹ ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
What is the weather like in Chennai?,weather_current,en
કાલે ભુવનેશ્વરમાં હવામાન કેવું રહેશે?,weather_forecast,gu
கொல்கத்தாவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
What time is sunrise in Kolkata?,sunrise_sunset,en
What is the weather like in Pune?,weather_current,en
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
ପୁଣେର AQI କେତେ?,air_quality,or
"Which is hotter, Pune or Mumbai?",weather_comparison,en
ભુવનેશ્વરમાં કેટલી ભેજ છે?,humidity,gu
ਕੋਲਕਾਤਾ ਵਿੱਚ ਸੂਰਜ ਕਿੰਨੇ ਵਜੇ ਚੜ੍ਹਦਾ ਹੈ?,sunrise_sunset,pa
ਭੁਵਨੇਸ਼ਵਰ ਦਾ AQI ਕਿੰਨਾ ਹੈ?,air_quality,pa
రేపు బెంగళూరులో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
ਕੋਲਕਾਤਾ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਹੈ?,humidity,pa
How cold is it in Hyderabad?,temperature,en
What will the weather be like in Bhubaneswar tomorrow?,weather_forecast,en
Is rain expected in Bhubaneswar?,rain,en
આ સપ્તાહના અંતે દિલ્હીમાં હવામાન કેવું રહેશે?,weather_forecast,gu
How windy is it in Mumbai?,wind,en
హైదరాబాద్లో గాలి ఎంత వేగంగా వీస్తోంది?,wind,te
ಇಂದು ಮುಂಬೈನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು ಇರುತ್ತದೆ?,humidity,kn
કોલકાતામાં વરસાદની શક્યતા છે?,rain,gu
चेन्नई और हैदराबाद के मौसम की तुलना करो।,weather_comparison,hi
భువనేశ్వర్లో సూర్యాస్తమయం ఎప్పుడు?,sunrise_sunset,te
भुवनेश्वर में बारिश की संभावना है?,rain,hi
நாளை டெல்லிவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
मुंबई में सूर्योदय कितने बजे होगा?,sunrise_sunset,hi
कोलकाता मध्ये आज हवामान कसे आहे?,weather_current,mr
भुवनेश्वर में तापमान कितना है?,temperature,hi
What is the air quality in Hyderabad?,air_quality,en
चेन्नई मध्ये किती उष्णता आहे?,temperature,mr
ଆଜି ଭୁବନେଶ୍ୱରରେ ବର୍ଷା ହେବ କି?,rain,or
আজ পুনে এর আর্দ্রতা কত থাকবে?,humidity,bn
মুম্বাই এ কোনো আবহাওয়া সতর্কতা জারি হয়েছে?,weather_alert,bn
ఢిల్లీలో గాలి వేగం ఎంత?,wind,te
What will the temperature be in Hyderabad tomorrow?,temperature,en
ಇಂದು ಬೆಂಗಳೂರುನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_current,kn
భువనేశ్వర్లో ఉష్ణోగ్రత ఎంత?,temperature,te
चेन्नई में सूर्यास्त कितने बजे होगा?,sunrise_sunset,hi
आज बेंगलुरु में नमी कितनी रहेगी?,humidity,hi
ভুবনেশ্বর এর আর্দ্রতা কত?,humidity,bn
ఈ రోజు కోల్‌కతాలో వాతావరణం ఎలా ఉంటుంది?,weather_current,te
பெங்களூரு மற்றும் கொல்கத்தா வானிலையை ஒப்பிடுங்கள்.,weather_comparison,ta
ଏହି ସପ୍ତାହ ଶେଷରେ ଦିଲ୍ଲୀର ପାଗ କେମିତି ରହିବ?,weather_forecast,or
நாளை கொல்கத்தாவில் வெப்பநிலை எவ்வளவு இருக்கும்?,temperature,ta
இன்று புனேவில் மழை பெய்யுமா?,rain,ta
आज चेन्नई मध्ये आर्द्रता किती असेल?,humidity,mr
What time does the sun rise in Bengaluru?,sunrise_sunset,en
ଚେନ୍ନାଇରେ ପବନର ବେଗ କେତେ?,wind,or
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਹੈ?,humidity,pa
उद्या मुंबई मध्ये तापमान किती असेल?,temperature,mr
बेंगलुरु में तापमान कितना है?,temperature,hi
What time is sunrise in Bengaluru?,sunrise_sunset,en
"ಚೆನ್ನೈ ಅಥವಾ ಹೈದರಾಬಾದ್, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
मुंबई के लिए कोई मौसम चेतावनी है?,weather_alert,hi
ಬೆಂಗಳೂರುನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
ਪੁਣੇ ਵਿੱਚ ਹਵਾ ਦੀ ਰਫ਼ਤਾਰ ਕਿੰਨੀ ਹੈ?,wind,pa
கொல்கத்தாவில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
বেঙ্গালুরু এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
ਅੱਜ ਕੋਲਕਾਤਾ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਰਹੇਗੀ?,humidity,pa
పుణెలో గాలి ఎంత వేగంగా వీస్తోంది?,wind,te
ఢిల్లీలో ఎంత తేమ ఉంది?,humidity,te
ಬೆಂಗಳೂರುಗೆ ಯಾವುದೇ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
హైదరాబాద్ వాతావరణ సూచన ఏమిటి?,weather_forecast,te
ભુવનેશ્વરમાં ભેજ કેટલો છે?,humidity,gu
ಭುವನೇಶ್ವರನಲ್ಲಿ ಪ್ರಸ್ತುತ ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
ಪುಣೆನಲ್ಲಿ ಗಾಳಿಯ ವೇಗ ಎಷ್ಟು?,wind,kn
हैदराबाद में मौसम की कोई चेतावनी है?,weather_alert,hi
ਕੋਲਕਾਤਾ ਵਿੱਚ ਇਸ ਵੇਲੇ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
बेंगळुरू मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
দিল্লি এ সূর্যাস্ত কখন?,sunrise_sunset,bn
டெல்லிவில் வெப்பநிலை எவ்வளவு?,temperature,ta
ఢిల్లీలో గాలి నాణ్యత ఎలా ఉంది?,air_quality,te
கொல்கத்தாக்கு வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
What is the temperature in Kolkata?,temperature,en
ఈ రోజు ముంబైలో వాతావరణం ఎలా ఉంటుంది?,weather_current,te
બેંગલુરુમાં પવનની ઝડપ કેટલી છે?,wind,gu
ਕੀ ਕੱਲ੍ਹ ਦਿੱਲੀ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
ఈ వారాంతంలో పుణెలో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
हैदराबाद का वर्तमान मौसम बताओ।,weather_current,hi
புனேவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
ஹைதராபாத்வில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
કાલે ચેન્નાઈમાં વરસાદ પડશે?,rain,gu
चेन्नई मध्ये किती दमट आहे?,humidity,mr
આજે બેંગલુરુમાં વરસાદ પડશે?,rain,gu
நாளை பெங்களூருவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
What time is sunrise in Mumbai?,sunrise_sunset,en
Will it rain tomorrow in Chennai?,rain,en
ਕੋਲਕਾਤਾ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਹੈ?,humidity,pa
ଦିଲ୍ଲୀ ପାଇଁ କୌଣସି ପାଣିପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
How humid is it in Delhi?,humidity,en
ఈ వారాంతంలో ఢిల్లీలో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
రేపు భువనేశ్వర్లో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
ಬೆಂಗಳೂರುನಲ್ಲಿ ಸೂರ್ಯಾಸ್ತ ಯಾವಾಗ?,sunrise_sunset,kn
ଚେନ୍ନାଇରେ ଆଜି ପାଗ କେମିତି ଅଛି?,weather_current,or
ಪುಣೆನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
ଆଜି ଭୁବନେଶ୍ୱରରେ ବର୍ଷା ହେବ କି?,rain,or
ବେଙ୍ଗାଲୁରୁରେ ସୂର୍ଯ୍ୟାସ୍ତ କେତେବେଳେ?,sunrise_sunset,or
मुंबई में सूर्योदय कितने बजे होगा?,sunrise_sunset,hi
ଆସନ୍ତାକାଲି ହାଇଦ୍ରାବାଦରେ ବର୍ଷା ହେବ କି?,rain,or
இன்று புவனேஸ்வர்வில் ஈரப்பதம் எவ்வளவு இருக்கும்?,humidity,ta
पुणे में तापमान कितना है?,temperature,hi
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
రేపు ఢిల్లీలో వర్షం పడుతుందా?,rain,te
ভুবনেশ্বর এ বাতাস কতটা জোরে বইছে?,wind,bn
"Which is hotter, Hyderabad or Delhi?",weather_comparison,en
ਬੈਂਗਲੁਰੂ ਦਾ AQI ਕਿੰਨਾ ਹੈ?,air_quality,pa
ଚେନ୍ନାଇର ପାଗ ବିଷୟରେ କୁହନ୍ତୁ।,weather_current,or
புவனேஸ்வர்வில் இன்று வானிலை எப்படி இருக்கிறது?,weather_current,ta
હૈદરાબાદમાં પવનની ઝડપ કેટલી છે?,wind,gu
நாளை டெல்லிவில் வெப்பநிலை எவ்வளவு இருக்கும்?,temperature,ta
பெங்களூருவில் ஈரப்பதம் எவ்வளவு?,humidity,ta
हैदराबाद में सूर्यास्त कितने बजे होगा?,sunrise_sunset,hi
ଚେନ୍ନାଇରେ ଆର୍ଦ୍ରତା କେତେ?,humidity,or
చెన్నైలో వర్షం పడే అవకాశం ఉందా?,rain,te
బెంగళూరులో వర్షం పడే అవకాశం ఉందా?,rain,te
హైదరాబాద్లో ఈ రోజు వాతావరణం ఎలా ఉంది?,weather_current,te
मुंबई में सूर्यास्त कितने बजे होगा?,sunrise_sunset,hi
ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಮಳೆಯ ಸಾಧ್ಯತೆ ಇದೆಯೇ?,rain,kn
హైదరాబాద్లో ఎంత తేమ ఉంది?,humidity,te
আজ চেন্নাই এর আবহাওয়া কেমন?,weather_current,bn
How strong is the wind in Kolkata?,wind,en
బెంగళూరులో ఎంత తేమ ఉంది?,humidity,te
पुणे में आर्द्रता कितनी है?,humidity,hi
ચેન્નાઈમાં આજે હવામાન કેવું છે?,weather_current,gu
How humid is it in Bhubaneswar?,humidity,en
மும்பை மற்றும் டெல்லி வானிலையை ஒப்பிடுங்கள்.,weather_comparison,ta
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ದೆಹಲಿನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ಇಂದು ಮುಂಬೈನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು ಇರುತ್ತದೆ?,humidity,kn
दिल्ली आणि हैदराबाद पैकी कोणते शहर थंड आहे?,weather_comparison,mr
બેંગલુરુનું હાલનું હવામાન કેવું છે?,weather_current,gu
ఈ వారాంతంలో భువనేశ్వర్లో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
हैदराबाद में सूर्यास्त कितने बजे होगा?,sunrise_sunset,hi
இன்று ஹைதராபாத்வில் ஈரப்பதம் எவ்வளவு இருக்கும்?,humidity,ta
Are there any weather alerts for Bengaluru?,weather_alert,en
কলকাতা এ বৃষ্টির সম্ভাবনা আছে কি?,rain,bn
કાલે હૈદરાબાદમાં તાપમાન કેટલું રહેશે?,temperature,gu
How hot is it in Hyderabad?,temperature,en
ଦିଲ୍ଲୀର AQI କେତେ?,air_quality,or
What is the humidity in Mumbai?,humidity,en
ಪುಣೆನಲ್ಲಿ ಎಷ್ಟು ಬಿಸಿಯಾಗಿದೆ?,temperature,kn
ಇಂದು ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_current,kn
पुणे मधील सध्याचे हवामान कसे आहे?,weather_current,mr
ਪੁਣੇ ਵਿੱਚ ਮੀਂਹ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,rain,pa
કોલકાતામાં હવામાનની કોઈ ચેતવણી છે?,weather_alert,gu
ମୁମ୍ବାଇ ଏବଂ ଭୁବନେଶ୍ୱରର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
Will it rain tomorrow in Kolkata?,rain,en
ମୁମ୍ବାଇରେ ବାୟୁର ଗୁଣବତ୍ତା କେମିତି?,air_quality,or
इस सप्ताह के अंत में दिल्ली में मौसम कैसा रहेगा?,weather_forecast,hi
What is the air quality in Kolkata?,air_quality,en
ଭୁବନେଶ୍ୱରରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
ముంబైలో ప్రస్తుత వాతావరణం ఎలా ఉంది?,weather_current,te
கொல்கத்தாவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
भुवनेश्वर में आज मौसम कैसा है?,weather_current,hi
How is the weather in Mumbai right now?,weather_current,en
पुणे और दिल्ली के मौसम की तुलना करो।,weather_comparison,hi
পুনে এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
இன்று கொல்கத்தாவில் மழை பெய்யுமா?,rain,ta
ਕੱਲ੍ਹ ਪੁਣੇ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
કાલે બેંગલુરુમાં તાપમાન કેટલું રહેશે?,temperature,gu
আগামীকাল কলকাতা এর তাপমাত্রা কত থাকবে?,temperature,bn
மும்பைவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
Will it rain in Bengaluru today?,rain,en
આજે ચેન્નાઈમાં હવામાન કેવું છે?,weather_current,gu
ଚେନ୍ନାଇରେ ସୂର୍ଯ୍ୟୋଦୟ କେତେବେଳେ?,sunrise_sunset,or
How is the air quality in Hyderabad?,air_quality,en
बेंगळुरू मध्ये आज हवामान कसे आहे?,weather_current,mr
ભુવનેશ્વરમાં કેટલી ગરમી છે?,temperature,gu
हैदराबाद साठी हवामानाची कोणतीही चेतावणी आहे का?,weather_alert,mr
Are there any severe weather warnings in Chennai?,weather_alert,en
पुणे आणि भुवनेश्वर पैकी कोणते शहर थंड आहे?,weather_comparison,mr
કોલકાતામાં સૂર્યાસ્ત કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
দিল্লি এর তাপমাত্রা কত?,temperature,bn
মুম্বাই এর আবহাওয়া আমাকে বলুন।,weather_current,bn
What will the weather be like in Bengaluru tomorrow?,weather_forecast,en
ବେଙ୍ଗାଲୁରୁର ବର୍ତ୍ତମାନ ପାଗ କେମିତି?,weather_current,or
भुवनेश्वर मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
চেন্নাই এ বাতাস কতটা জোরে বইছে?,wind,bn
આ સપ્તાહના અંતે ચેન્નાઈમાં હવામાન કેવું રહેશે?,weather_forecast,gu
நாளை மும்பைவில் மழை பெய்யுமா?,rain,ta
பெங்களூருவில் காற்றின் வேகம் எவ்வளவு?,wind,ta
દિલ્હીમાં હવાની ગુણવત્તા કેવી છે?,air_quality,gu
ਮੁੰਬਈ ਵਿੱਚ ਹਵਾ ਕਿੰਨੀ ਤੇਜ਼ ਹੈ?,wind,pa
चेन्नई और हैदराबाद के मौसम की तुलना करो।,weather_comparison,hi
મુંબઈમાં હવાની ગુણવત્તા કેવી છે?,air_quality,gu
दिल्ली में कितनी गर्मी है?,temperature,hi
கொல்கத்தாக்கு வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
What is the weather like in Delhi?,weather_current,en
How strong is the wind in Chennai?,wind,en
హైదరాబాద్లో గాలి నాణ్యత ఎలా ఉంది?,air_quality,te
कोलकाता आणि पुणे मधील हवामानाची तुलना करा.,weather_comparison,mr
చెన్నైలో వర్షం పడే అవకాశం ఉందా?,rain,te
દિલ્હીમાં સૂર્યોદય કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
हैदराबाद आणि भुवनेश्वर पैकी कोणते शहर थंड आहे?,weather_comparison,mr
मुंबई मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
Are there any severe weather warnings in Delhi?,weather_alert,en
बेंगलुरु में नमी कितनी है?,humidity,hi
ହାଇଦ୍ରାବାଦରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
బెంగళూరులో ఈ రోజు వాతావరణం ఎలా ఉంది?,weather_current,te
ਕੀ ਅੱਜ ਪੁਣੇ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
বেঙ্গালুরু এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
दिल्ली मध्ये पावसाची शक्यता आहे का?,rain,mr
Is rain expected in Hyderabad?,rain,en
कोलकाता मध्ये आर्द्रता किती आहे?,humidity,mr
કાલે હૈદરાબાદમાં હવામાન કેવું રહેશે?,weather_forecast,gu
ముంబైలో ఈ రోజు వాతావరణం ఎలా ఉంది?,weather_current,te
उद्या कोलकाता मध्ये पाऊस पडेल का?,rain,mr
புவனேஸ்வர்வில் மழைக்கு வாய்ப்பு உள்ளதா?,rain,ta
પુણે માટે કોઈ હવામાન ચેતવણી છે?,weather_alert,gu
ஹைதராபாத்வில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
मुंबई में बारिश की संभावना है?,rain,hi
पुणे में आज मौसम कैसा है?,weather_current,hi
मुंबई का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
પુણેનો AQI કેટલો છે?,air_quality,gu
কলকাতা এবং মুম্বাই এর আবহাওয়ার তুলনা করুন।,weather_comparison,bn
हैदराबाद आणि भुवनेश्वर पैकी कोणते शहर थंड आहे?,weather_comparison,mr
ಮುಂಬೈನಲ್ಲಿ ಎಷ್ಟು ಬಿಸಿಯಾಗಿದೆ?,temperature,kn
ఢిల్లీలో ఈ రోజు వాతావరణం ఎలా ఉంది?,weather_current,te
ਕੀ ਅੱਜ ਦਿੱਲੀ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
ಭುವನೇಶ್ವರನಲ್ಲಿ ಗಾಳಿಯ ಗುಣಮಟ್ಟ ಹೇಗಿದೆ?,air_quality,kn
హైదరాబాద్కి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
How is the weather in Delhi right now?,weather_current,en
बेंगळुरू मध्ये हवामानाचा इशारा आहे का?,weather_alert,mr
How hot is it in Bengaluru?,temperature,en
मुंबई मध्ये आज हवामान कसे आहे?,weather_current,mr
ముంబైకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
How will the weather be in Kolkata this weekend?,weather_forecast,en
ભુવનેશ્વરમાં હવામાનની કોઈ ચેતવણી છે?,weather_alert,gu
বেঙ্গালুরু এবং চেন্নাই এর আবহাওয়ার তুলনা করুন।,weather_comparison,bn
कोलकाता मध्ये किती दमट आहे?,humidity,mr
मुंबई के लिए कोई मौसम चेतावनी है?,weather_alert,hi
రేపు ముంబైలో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
मुंबई में हवा कितनी तेज है?,wind,hi
આજે બેંગલુરુમાં ભેજ કેટલો રહેશે?,humidity,gu
சென்னைவில் வெப்பநிலை எவ்வளவு?,temperature,ta
ಬೆಂಗಳೂರು ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,weather_forecast,kn
కోల్‌కతాలో గాలి నాణ్యత ఎలా ఉంది?,air_quality,te
"ಹೈದರಾಬಾದ್ ಅಥವಾ ದೆಹಲಿ, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
उद्या दिल्ली मध्ये हवामान कसे असेल?,weather_forecast,mr
આજે હૈદરાબાદમાં હવામાન કેવું છે?,weather_current,gu
ଚେନ୍ନାଇ ଏବଂ ପୁଣେର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
இன்று டெல்லிவில் ஈரப்பதம் எவ்வளவு இருக்கும்?,humidity,ta
ਪੁਣੇ ਵਿੱਚ ਕਿੰਨੀ ਨਮੀ ਹੈ?,humidity,pa
आज मुंबई मध्ये पाऊस पडेल का?,rain,mr
హైదరాబాద్ వాతావరణ సూచన ఏమిటి?,weather_forecast,te
मुंबई मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
ಇಂದು ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
What is the wind speed in Bengaluru?,wind,en
मुंबई मध्ये वारा किती जोरात आहे?,wind,mr
ఈ రోజు ముంబైలో తేమ ఎంత ఉంటుంది?,humidity,te
क्या आज पुणे में बारिश होगी?,rain,hi
புவனேஸ்வர்வில் காற்று எவ்வளவு வேகமாக வீசுகிறது?,wind,ta
What is the weather forecast for Mumbai?,weather_forecast,en
এই সপ্তাহান্তে ভুবনেশ্বর এর আবহাওয়া কেমন হবে?,weather_forecast,bn
भुवनेश्वर में आज मौसम कैसा है?,weather_current,hi
মুম্বাই এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
ଆସନ୍ତାକାଲି ଦିଲ୍ଲୀରେ ବର୍ଷା ହେବ କି?,rain,or
ದೆಹಲಿನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
"ବେଙ୍ଗାଲୁରୁ ନା ଦିଲ୍ଲୀ, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
ଆଜି ମୁମ୍ବାଇରେ ବର୍ଷା ହେବ କି?,rain,or
ହାଇଦ୍ରାବାଦରେ ପବନର ବେଗ କେତେ?,wind,or
Are there any weather alerts for Pune?,weather_alert,en
மும்பைவில் காற்றின் வேகம் எவ்வளவு?,wind,ta
இன்று டெல்லிவில் வானிலை எப்படி இருக்கும்?,weather_current,ta
ਕੱਲ੍ਹ ਪੁਣੇ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਰਹੇਗਾ?,temperature,pa
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਕਿੰਨੀ ਨਮੀ ਹੈ?,humidity,pa
"ଚେନ୍ନାଇ ନା ବେଙ୍ଗାଲୁରୁ, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
आज मुंबई में नमी कितनी रहेगी?,humidity,hi
டெல்லிவில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
মুম্বাই এবং বেঙ্গালুরু এর আবহাওয়ার তুলনা করুন।,weather_comparison,bn
பெங்களூருவில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
